bugName	pval	p1M	p6M	p1Y	s1M	s6M	s1Y	Adjustedpval	Adjustedp1M	Adjustedp6M	Adjustedp1Y
Idiomarinaceae	8.07689503568021e-05	7.90262436844169e-06	0.0272866578299444	0.00533648481592172	-0.223980122259286	-0.119273340423359	-0.17765556680956	0.000475538539179374	5.67256872474444e-05	0.0986083358820058	0.0243158090742868
Micrococcaceae	9.60398007678887e-05	1.91292433521359e-05	0.00151968248177456	0.0105328944436618	0.342705541553303	0.279141313418691	0.259870337014773	0.000559165062248596	0.000105512879121255	0.0153137234701898	0.0408789482230168
Peptostreptococcaceae	9.76581006020272e-05	7.7656004251829e-05	0.00924821060736506	0.000294400361221577	-0.233309541221352	-0.168990577056727	-0.28047313956223	0.000562338952917167	0.000320835867495856	0.0515538548750989	0.00343533839146376
Thermodesulfobiaceae	0.000100172211873861	1.0650328898218e-05	0.0551431980794006	0.00499175489102134	-0.277871772250171	-0.130175071658382	-0.22584181760689	0.000570546076325036	6.88984239835338e-05	0.165114490249177	0.022944557569256
Granulosicoccaceae	0.000113550626459569	2.55588985671062e-05	0.00233995902974443	0.00575086001517428	-0.227105556281788	-0.179597294167739	-0.188830898238385	0.000639790626503376	0.000130273317707683	0.0199165355394503	0.0258100802161666
Melioribacteraceae	0.000117596999111846	9.11086140666862e-06	0.140424973861775	0.0176796138517557	-0.255735689896827	-0.090850346188	-0.172805444795223	0.000655540718453271	6.40451933669313e-05	0.319317632686776	0.0609481424889473
Pirellulaceae	0.000121659388903295	4.87428635346526e-05	0.721985993144678	0.223842908280953	-0.204591915339016	0.0193003149398248	-0.0775700917395891	0.000671047576687646	0.000216451360103033	0.831093527654439	0.387107867786203
Unclassified Elusimicrobia Phylum	0.000136389476679488	4.72840347097963e-05	0.00332155093941166	0.00227472760295585	-0.318752323900134	-0.25162577361623	-0.304849905844605	0.00074445922687554	0.000213593398171839	0.0259775028694285	0.0140230266346925
Desulfurellaceae	0.000139324636631244	1.606584211016e-05	0.00487853739721851	0.0173607358581521	-0.304652481743519	-0.216046928975405	-0.211211833517475	0.000747903679449261	9.35389029524871e-05	0.0340847146152333	0.0607565697067741
Rikenellaceae	0.00013987511562219	0.158351425851171	0.00581765884811419	2.09291541928614e-05	0.217845070886241	0.488055078487861	0.908006426812501	0.000747903679449261	0.184391438102252	0.0367283522459257	0.000719178724904087
Methanomicrobiaceae	0.000142779510579172	1.42715350546018e-05	0.00984002508730824	0.0105263444389023	-0.23068303236697	-0.14960193128645	-0.173438347288557	0.000755721853974606	8.69896256543401e-05	0.0531564241829847	0.0408789482230168
Unclassified Desulfobacterales Order	0.000153243530515046	4.95737636554372e-05	0.00145500090112047	0.00604495906605061	-0.393774731534309	-0.34081114314832	-0.339836060267221	0.000802996099898841	0.000218291194583606	0.0152484094437425	0.0268437165305976
Chlamydiaceae	0.000157476767619347	0.000139596953371707	0.0180832402036588	0.000343556854760474	-0.226439538904584	-0.152763811959002	-0.274645672605823	0.000809358888315479	0.000487658690445162	0.0728893682055169	0.00360047583788977
Christensenellaceae	0.000157546959175914	1.06493409249793e-05	0.0519436545658736	0.0188687162050197	-0.295291635293317	-0.140627217463454	-0.199979548592997	0.000809358888315479	6.88984239835338e-05	0.158246947630917	0.0629758426205753
Alteromonadaceae	0.000176254016079347	1.44429340303962e-05	0.045621474071098	0.0121992229899308	-0.206642455236728	-0.102643973628094	-0.151512706183027	0.000896670916753182	8.69896256543401e-05	0.144882741898517	0.0456599489051694
Unclassified Propionibacteriales Order	0.000186247698034436	1.50248134368695e-05	0.0100293369402222	0.0315662240292407	-0.293710395953074	-0.190016872318081	-0.184286780961073	0.000938401863173506	8.9465934555905e-05	0.0533444064371474	0.0890497196947134
Bernardetiaceae	0.000195817450958646	0.00113225335881082	0.00502356323467969	0.000122023912310517	-0.21771606638513	-0.208918891824777	-0.340470510320541	0.000977222326688864	0.00242163575517089	0.0345511485708268	0.00182687228716317
Pelagibacteraceae	0.000205804098458273	3.80950887912038e-05	0.304825444400731	0.00646969981173607	-0.284668884032987	-0.0761003641807919	-0.240668551014834	0.00101737120369939	0.000179665595800603	0.53242844288661	0.0284884260617622
Leptospiraceae	0.000212564838528939	3.52859209291754e-05	0.0207640051849278	0.00356097685873803	-0.201354395134737	-0.122334648769135	-0.181897272055303	0.00104097173260901	0.000169631399696219	0.0805951016066826	0.0184955046474172
Ruminococcaceae	0.000216260242939637	2.99012900324371e-05	0.00366083841277537	0.021954550163522	-0.35456991630906	-0.270435336465629	-0.246344598767791	0.00104926266018861	0.000147813924311293	0.0278011496854245	0.0710134832449723
Rivulariaceae	0.000219676593497975	1.69342401251101e-05	0.0153305245627852	0.241926208371738	-0.245883481724656	-0.150927330807861	-0.084060709169098	0.00105605995406366	9.64515415821489e-05	0.0647838296040277	0.406506116387867
Heliobacteriaceae	0.000223668932443299	1.29884292907759e-05	0.0672686981800314	0.0459337399825766	-0.248647409183046	-0.112248712347797	-0.143444984932341	0.00106547746000263	8.10230589091258e-05	0.188496245167575	0.116841163839175
Unclassified Coriobacteriales Order	0.000236790563115541	3.6390738912006e-05	0.0145435427263346	0.665056845535547	-0.488848320876436	-0.315675497130593	-0.0641975348903547	0.00111782211777066	0.000173352247180828	0.0641876101250651	0.792022243319605
Fimbriimonadaceae	0.000250362703509643	5.44446461568148e-05	0.284820923326665	0.00476632575606465	-0.258120690926878	-0.0736897578640003	-0.232272594214914	0.00117133979142012	0.000237741621551425	0.511116999394427	0.022944557569256
Magnetococcaceae	0.000258853615780263	2.56071597784186e-05	0.318008700555087	0.0301706224600498	-0.275007234129337	-0.0698855653464002	-0.179391121935625	0.00119678766241162	0.000130273317707683	0.550844799819474	0.0873447854644537
Salinisphaeraceae	0.000260369834952145	2.68013761526107e-05	0.437054337360845	0.477753195427964	-0.30429983015533	-0.0605042235977995	-0.0646753444017251	0.00119678766241162	0.00013503770292277	0.64330469881203	0.641904293344239
Prochlorotrichaceae	0.000263634415066605	0.000241319589911187	0.000249297242577403	0.0284938395176628	-0.195104702871455	-0.220360991385101	-0.149938557722215	0.00120125594343392	0.000743832147726248	0.00593780705047995	0.083880741051996
Chromobacteriaceae	0.000271254022649936	1.53319255300435e-05	0.141294877973465	0.13180929959924	-0.222644269836485	-0.0813289528824293	-0.0974918380411269	0.00122531989541868	9.02688649184586e-05	0.319317632686776	0.25392673893383
Hyellaceae	0.000280442399525294	1.68332620879189e-05	0.0337448861143825	0.0606688769087009	-0.278862465114023	-0.148659302915464	-0.153029378988822	0.00125599843889961	9.64515415821489e-05	0.117653652817009	0.145827942661281
Leptotrichiaceae	0.000290114147403764	4.04512120261742e-05	0.0101802302360968	0.00866403929104027	-0.216704201953726	-0.148323201543715	-0.177221754923084	0.00128805315323533	0.000187579071696596	0.0533444064371474	0.0366125531331056
Thiobacillaceae	0.000292515887853062	2.24898463466027e-05	0.268961335083745	0.38192145611175	-0.250391710430245	-0.070171928574899	-0.0648627149737962	0.00128805315323533	0.000121491541088864	0.496252604168601	0.563737585922696
Alcanivoracaceae	0.000301110465725785	2.79746685916993e-05	0.112035823074908	0.0133536748443636	-0.213312316558089	-0.0873627605092421	-0.160972374088769	0.00130089525830435	0.000139606917543337	0.26444491572636	0.0489323469821435
Acetobacteraceae	0.000303245809058383	1.95579230493588e-05	0.0801873301509175	0.0346942596805521	-0.209063148556882	-0.0924676579373619	-0.131186637237063	0.00130089525830435	0.000106753663311084	0.209161015535016	0.0951821574482162
Unclassified Coriobacteriia Class	0.000304028999286388	8.27127017536065e-05	0.0232937377971257	0.935259718550256	-0.461535742453329	-0.291013965556975	0.0119858911115082	0.00130089525830435	0.000328344361506741	0.0871851328978132	0.959129536021393
Thermoproteaceae	0.000305362818266097	0.000103779226780364	0.00260620048531354	0.00490713351735743	-0.247344350594334	-0.212959393705277	-0.231834343077794	0.00130089525830435	0.000392180761405291	0.0213382664735046	0.022944557569256
Thermoactinomycetaceae	0.000319041760552974	6.69995061904013e-05	0.00317543919703105	0.0123201953509177	-0.21483652882009	-0.175188916430084	-0.172124979850529	0.0013482087300787	0.000285428790599758	0.0252110627158223	0.045785690523978
Phyllobacteriaceae	0.000331806456379535	2.37161152027432e-05	0.284380768781083	0.10229490039715	-0.212228723427419	-0.0577909743186718	-0.10373609351073	0.00139093266514301	0.000126808615982015	0.511116999394427	0.207761735690335
Coleofasciculaceae	0.000337101124720185	0.000197738482375978	0.000826740930090241	0.00936998235324499	-0.297881052697512	-0.299703966687707	-0.268257793650366	0.00140191261391569	0.000627969483424319	0.0108303061841822	0.0381650146621242
Unclassified Tissierellia Class	0.000357835628245873	7.95966846840864e-05	0.0417506112208102	0.0026785438276192	-0.2614734612529	-0.146400897608859	-0.255590036736898	0.00146627535964342	0.000320835867495856	0.138464052403193	0.0157703029850838
Francisellaceae	0.000358174133653355	9.46861026516081e-05	0.0120089420167712	0.00306406293426235	-0.217958110249219	-0.153300157428855	-0.212241683718406	0.00146627535964342	0.000367522353995871	0.0585576302735554	0.0172517712840814
Legionellaceae	0.000365402090641509	0.00014529623488215	0.00716724687225718	0.00224238221336888	-0.177218650905734	-0.138040330763162	-0.184191627035024	0.0014842689573345	0.00050088965183057	0.0413722677428702	0.0139881938072059
Rhodobacteraceae	0.000368955925396985	2.49239345420995e-05	0.22576404472898	0.0814830719731373	-0.214187103310119	-0.066219908379099	-0.112005620956954	0.00148717619160016	0.000130273317707683	0.434927792051417	0.180585970418849
Caldilineaceae	0.000376514668616101	2.52950814125771e-05	0.260738307242037	0.197324822803538	-0.266146310787116	-0.0763409319870675	-0.102500418665256	0.00150605867446441	0.000130273317707683	0.485373731306451	0.356068112717554
Colwelliaceae	0.000388595469543063	7.9263777777711e-05	0.0344520094249209	0.00308014174451576	-0.241594527130567	-0.141304510567169	-0.234383318974244	0.00154260625788307	0.000320835867495856	0.117992502867049	0.0172517712840814
Halomonadaceae	0.000395435614044537	2.41181493347171e-05	0.173590536568696	0.204132668089977	-0.212001314070448	-0.0735696102528606	-0.0802831500784709	0.00155795685533336	0.000127655659104967	0.369761955943076	0.362566243201055
Rickettsiaceae	0.000400483628044013	4.13505734738161e-05	0.493876722985153	0.0831898988826366	-0.249098315617697	-0.0445997576675299	-0.133061350814278	0.00156607030667957	0.000190067548248067	0.687364030443415	0.182256278278573
Anaerolineaceae	0.000410865354686485	0.000164013902557651	0.8889562844515	0.0500889230443999	-0.18717929818332	0.00751436428388993	-0.124894863229201	0.00159476626559791	0.000540523804655403	0.936443337041831	0.124391448697941
Unclassified Rickettsiales Order	0.000425940705714445	0.000117806594546543	0.00567896189541279	0.00491825650263016	-0.258365739046417	-0.204850468073176	-0.243566158884488	0.00164112448378213	0.00043472292635485	0.0367283522459257	0.022944557569256
Brucellaceae	0.000450507554040858	7.91952024666223e-05	0.00431529268930016	0.0184153968921168	-0.2028210254552	-0.161656120185987	-0.15463780696775	0.00172310918479861	0.000320835867495856	0.0318480756224406	0.0622559223965756
Mariprofundaceae	0.0004922534877978	4.58766166095014e-05	0.0112760214749077	0.201992440429667	-0.263370478423491	-0.179260977726021	-0.103939093696344	0.00186913643192788	0.000209037800898946	0.0568138005081889	0.360031419929861
Chlorobiaceae	0.000511648489752048	3.84018067360067e-05	0.339115300635395	0.210588099142141	-0.219282319155669	-0.0547456815012136	-0.0840248258656119	0.00192880437863362	0.000179665595800603	0.575069312404359	0.368643480449626
Planctomycetaceae	0.000519470865074201	3.02005610732225e-05	0.0694582970034665	0.101338147620688	-0.222362757118886	-0.104488012498318	-0.109972221834496	0.00194430523784915	0.000147898074788491	0.192572209681568	0.207426520911096
Coriobacteriaceae	0.0005498024595465	0.000179387166071419	0.148755517679442	0.609967362578867	-0.615758588687495	-0.258463677998722	0.106158004808652	0.00204323750923664	0.000580239969268047	0.326141804451998	0.75205387762665
Phycisphaeraceae	0.000604839389168665	0.193354418942695	0.0166699664200641	0.0100709206993101	-0.0943141463194245	0.199883508415245	0.252359630545159	0.00223194253467874	0.221217719489023	0.0693531934258683	0.0399785033821096
Succinivibrionaceae	0.000666193528138237	7.86791049665842e-05	0.0102833018191979	0.030818214345461	-0.260049539444347	-0.184855252594379	-0.180256633538937	0.00244115670450655	0.000320835867495856	0.0533509916164325	0.0880661879732332
Rhizobiaceae	0.000675858408730301	4.86292723578898e-05	0.220068875181605	0.0705742040861066	-0.196778470164527	-0.064156132413815	-0.111299672006238	0.00245937365399082	0.000216451360103033	0.425520629502439	0.162911378595242
Candidatus Deianiraeaceae	0.000684604272593092	0.000363357816551874	0.00591036504510552	0.00263767949494627	-0.282905239621727	-0.243012441922801	-0.311816299330612	0.00247401819888814	0.000986525885353276	0.0368694200432773	0.0157061824471801
Thermotogaceae	0.000705283467830609	0.000275339059547315	0.0326512655135111	0.00188663465346698	-0.189267703633763	-0.121825232745759	-0.210099003410949	0.00251639840091777	0.000815128063292616	0.115603129250539	0.0120560555904475
Thermomonosporaceae	0.000706712060242642	7.54030530865495e-05	0.458365265119616	0.522350641715092	-0.244068733615254	-0.0494205640112244	-0.0498848941661134	0.00251639840091777	0.000316089598538815	0.659844502534831	0.679893010696316
Aquificaceae	0.000710738479648532	8.48650836640723e-05	0.244446330251408	0.0183268140157655	-0.22511606581943	-0.0719397365816874	-0.172550536526635	0.00251639840091777	0.000334355667969729	0.462418328706635	0.0622559223965756
Roseiflexaceae	0.000753227269858936	0.000108592247304937	0.452031605161598	0.858873873922154	-0.230017944968823	-0.0482656747276166	-0.0133178287150816	0.00264893348594686	0.000403562677927566	0.657957114179659	0.924127125123631
Shewanellaceae	0.000775473257315307	9.96561270877047e-05	0.0985741107299461	0.00990088349876349	-0.181261052257047	-0.083675267605969	-0.154702458132803	0.00270297787973722	0.000383969195543803	0.244800161244037	0.0399081765642467
Sporomusaceae	0.000778911564580764	0.000772290431894758	0.0128731743212135	0.000960786690309361	-0.169742268277369	-0.139462761737721	-0.219521004345756	0.00270297787973722	0.00176530061255626	0.0607706607596025	0.00786644102690789
Rhodospirillaceae	0.00078636831788792	6.56774406573372e-05	0.395657187640669	0.151218628692635	-0.231146386567029	-0.0531167157471608	-0.105477709034555	0.00271090130640309	0.000282089991020039	0.615205834788459	0.286059788573794
Bdellovibrionaceae	0.000838202931156773	9.12935607849861e-05	0.0576974885236652	0.0144202836284348	-0.187497148673777	-0.0989554953748024	-0.150156422048562	0.00287070807794869	0.00035699870038308	0.168902145175422	0.0517549905568481
Unclassified Thermoplasmatales Order	0.000878741189159427	5.5790006175056e-05	0.0765656639103892	0.236838490102944	-0.324515647014367	-0.15453293784674	-0.119962664800089	0.00299000248778922	0.000241603001948176	0.206806226232185	0.40162902528784
Picrophilaceae	0.000924554010584222	0.000154761750149709	0.00416912775129624	0.0783064517622873	-0.337576301352587	-0.283586344774231	-0.200472480463111	0.00312558904223311	0.000526591929080828	0.0312088991668461	0.176105496667118
Unclassified Methanomassiliicoccales Order	0.000956173751371692	0.00312434326994237	0.17876977501474	0.653883902697922	-0.146200919217212	0.0737860689220392	0.0286530798887007	0.00321176311358184	0.00570437586567875	0.379252478168923	0.786334282821059
Clostridiales Family XVI. Incertae Sedis	0.00096373526203597	0.00035514270897734	0.0114090035700969	0.00367671217282555	-0.190443917035883	-0.149520950869968	-0.202010061178503	0.00321654316755954	0.000969243643250658	0.0569363606736265	0.018888207632947
Unclassified Rhizobiales Order	0.00101068582679531	8.26419100988467e-05	0.362478253313706	0.301129565071049	-0.216211261804838	-0.05414153017656	-0.072015512702239	0.00335189476734647	0.000328344361506741	0.595418823625022	0.475276783425391
Kangiellaceae	0.00106336475790814	6.98093688149324e-05	0.107492667923742	0.0816772423459297	-0.254563078134795	-0.110857579999628	-0.139698544499049	0.00350442222103059	0.000295000881121166	0.259567548350419	0.180585970418849
Unclassified Bacillales Order	0.00112837274043109	0.00143174213294354	0.9964069811194	0.242041809757661	0.226978774448653	-0.000349408722004694	-0.10627313262998	0.00369542072491183	0.00297453390215822	0.9964069811194	0.406506116387867
Unclassified Nitrosomonadales Order	0.00114559194191322	0.000119242493419866	0.0150037313507764	0.257041926765953	-0.245896871941782	-0.171575165947366	-0.0922562011218227	0.00372851041964301	0.000436944521342724	0.0642181591365123	0.42459567362181
Unclassified Nostocales Order	0.00119640352768957	0.000124526449146425	0.0135049658267547	0.0690808134238747	-0.209788928916218	-0.148297166485977	-0.126332126841805	0.00385374399699741	0.000453137912171715	0.0615356703758212	0.160262335125114
Bradyrhizobiaceae	0.00119877914410416	0.000134804113792018	0.574423249056376	0.416573995632153	-0.196891573745829	-0.0313914182193046	-0.0532148414727403	0.00385374399699741	0.000480526228755219	0.743204401248249	0.588368662294469
Thermaceae	0.00125132442726494	0.000101636044771053	0.373332051597095	0.234423378749826	-0.246406283576052	-0.0611398409208053	-0.095761284345335	0.00399813414565141	0.000388739324525778	0.5982446331403	0.40012329141664
Unclassified Acidobacteria Phylum	0.00133301998789903	0.000139582917486473	0.45787739913448	0.0850940230640357	-0.340830727395531	-0.0720805894754017	-0.197207217783617	0.00422695467294596	0.000487658690445162	0.659844502534831	0.183494930393229
Desulfobacteraceae	0.00133907342692563	0.000104781119459429	0.0604934989114256	0.0457721434745084	-0.193253251868689	-0.101951952250075	-0.127026567969137	0.00422695467294596	0.000392180761405291	0.173216357538727	0.116841163839175
Orbaceae	0.00135266091443409	0.000325527051956418	0.0115254798682858	0.0103587834974655	-0.198016770357631	-0.153267298635306	-0.181279746927769	0.00424427736026026	0.000917076210887973	0.0569750136885071	0.04081204926821
Sedimentisphaeraceae	0.00136996957298186	0.000133938735778752	0.0506244655010031	0.0251068910433621	-0.200935884460382	-0.112452847075874	-0.151266011078891	0.00427300033477674	0.000480526228755219	0.156042470132504	0.0760463058192007
Unclassified Epsilonproteobacteria Class	0.00140244161991432	0.000268343299243742	0.0427804380691181	0.00734300350102443	-0.202167648677109	-0.123187446879944	-0.192243594918286	0.00434839886884676	0.000798931186384779	0.140987104076842	0.0317994531779901
Halorubraceae	0.00145588297585486	0.00015642256310908	0.43138813103871	0.575859461553622	-0.206580477227525	-0.0466996982875165	-0.0388329004863229	0.00448754517263498	0.000526665426879818	0.640360851740181	0.72362196128081
Mycobacteriaceae	0.00148149863427049	0.000157450775112419	0.550668890395695	0.366947326272559	-0.196771619271121	-0.0337165922885292	-0.0597534126798184	0.00451252261256938	0.000526665426879818	0.727671289500089	0.549737803052696
Nitrosopumilaceae	0.00148643701686058	0.000257135227553944	0.0592504956777208	0.00890447954096926	-0.232720464646968	-0.130547553320275	-0.212661270525149	0.00451252261256938	0.000774361259990039	0.171531821741026	0.0370313276148245
Aurantimonadaceae	0.00148982139689791	0.000136239323352455	0.464894121040052	0.257452846881358	-0.220356537222883	-0.0457362972732102	-0.0831165859096737	0.00451252261256938	0.000482360847545178	0.66740964226024	0.42459567362181
Unclassified Oscillatoriales Order	0.00161667786747	0.00040717895136773	0.00484817672775683	0.0260317197788134	-0.204946690926402	-0.182136766249697	-0.166710628362812	0.00486861610663378	0.00107508602891608	0.0340847146152333	0.0779464066519899
Desulfuromonadaceae	0.00163605444895798	0.000133403781001183	0.367324340609682	0.293292936997606	-0.205216603172782	-0.0524171141919923	-0.0715033969865804	0.00489881446430847	0.000480526228755219	0.597766215419401	0.468553350569346
Pseudomonadaceae	0.00165874389228038	0.000157798610725442	0.482249941256367	0.189406291936514	-0.176538467100254	-0.0356345864147478	-0.0781981906513338	0.00492916563569863	0.000526665426879818	0.677849959972044	0.344614225606712
Acidothermaceae	0.00166500442274553	0.000208103108637233	0.62005063524779	0.11076743613006	-0.250847774626418	-0.0362439366969237	-0.137117098550508	0.00492916563569863	0.000652970233089282	0.779920484629538	0.222383664874144
Cohaesibacteraceae	0.00169651397675341	0.000207596218341775	0.652867990668287	0.420006895877867	-0.225817684119961	-0.0297024627045791	-0.0623890111023056	0.00497120139148816	0.000652970233089282	0.784639511720602	0.590356558455895
Unclassified Alphaproteobacteria Class	0.00169817757457325	0.000140776583615447	0.380231139800163	0.25227076527412	-0.205026466683626	-0.0512900730774121	-0.0784536597002541	0.00497120139148816	0.000488522714003274	0.607442430656358	0.419650415884568
Elusimicrobiaceae	0.00173413341799333	0.000243262488724977	0.015074109873647	0.0273944045471321	-0.249231942232217	-0.182473174712421	-0.193068234120087	0.00503038282294462	0.000744646226026936	0.0642181591365123	0.0810998191112837
Pseudonocardiaceae	0.00173759406670415	0.000178291117054065	0.39938550003508	0.560952239064792	-0.214477605099709	-0.0524340292597695	-0.0422986113951834	0.00503038282294462	0.000580239969268047	0.619165686444917	0.718677196259049
Rhodothermaceae	0.00187735042630766	0.000320220966511184	0.641088043348049	0.867521755815371	-0.238514756330992	-0.0336104363958081	-0.0140613116586827	0.00537858499903591	0.000908669673024228	0.781204270285506	0.928170389902053
Archangiaceae	0.00187839895958697	0.000282411284152309	0.690659938473202	0.649781118370424	-0.215572266404712	-0.0257189290112803	-0.0343572843579473	0.00537858499903591	0.000831368049976459	0.809632679552478	0.784528354898853
Casimicrobiaceae	0.00189711594165209	0.000683623939646684	0.644188811554604	0.613563517472525	-0.24742479381954	-0.0368240519458327	0.047138393238142	0.00540265626861792	0.00161359884853542	0.781204270285506	0.753186835978517
Nocardiaceae	0.00193770230857249	0.000212136096445084	0.563592493085688	0.394256849708723	-0.19477619700197	-0.033016763207409	-0.057085717602372	0.00548841086319991	0.000661662586531096	0.736465003433667	0.57180916820522
Segniliparaceae	0.00200728421079654	0.000970030585691988	0.786943679926658	0.825966020759112	-0.264141742202655	0.0237171429212916	0.0225824368585509	0.00564251465280962	0.00211790011209417	0.879229186101426	0.905452290539277
Dermocarpellaceae	0.0020136454963271	0.00065387362752384	0.00535076333196071	0.0186966102976106	-0.219634603615258	-0.199938076373815	-0.195650220130639	0.00564251465280962	0.00156451954713467	0.0359461536659924	0.06280143458941
Gloeobacteraceae	0.00206366984121464	0.000178781798272857	0.402248372018721	0.197740116032076	-0.210558629085243	-0.051217789183739	-0.0924964868943691	0.00575193083402379	0.000580239969268047	0.619935726287676	0.356068112717554
Thermococcaceae	0.00217179715922533	0.000353957947719295	0.0802316109208745	0.0113323940054763	-0.192725196627782	-0.103205143622881	-0.176252030089864	0.00602127889647658	0.000969243643250658	0.209161015535016	0.0433443391158365
Calditrichaceae	0.00218392505019538	0.000154271653912607	0.0846039196005882	0.105052485536447	-0.244720839527447	-0.121128938584436	-0.132610400019818	0.00602303540159147	0.000526591929080828	0.218386472269499	0.21172116315807
Tsukamurellaceae	0.00225696243259255	0.00018866538318235	0.129613247035656	0.482242334890859	-0.2352063002346	-0.104380016629942	-0.0563317714405248	0.00619187599308112	0.000606507121396021	0.30185485087415	0.644630059905128
Egibacteraceae	0.00229337559675169	0.000486199038110935	0.806239425162244	0.908199293193738	-0.231154114444357	-0.0177328665102934	-0.00975522679257147	0.00624907709752133	0.00123673930082587	0.898871188904289	0.953700259786611
Tepidiformaceae	0.00230896890406185	0.000160951465527575	0.0882661629883632	0.236262144566032	-0.276089765622337	-0.136368892662733	-0.110364431257315	0.00624907709752133	0.000533788404661071	0.225616923931231	0.40162902528784
Bartonellaceae	0.0023135896124411	0.000218679465571102	0.072547261705276	0.0354942459982494	-0.172816039000371	-0.091892546898392	-0.126313521184005	0.00624907709752133	0.000678035739403889	0.199030183945365	0.0957480875515644
Ectothiorhodospiraceae	0.00246477372220122	0.000262905630613994	0.535639723534877	0.414644483419476	-0.1960698129755	-0.0362240026359475	-0.0558890026976713	0.00662328938683815	0.000787214573952758	0.723896490837611	0.587226241383257
Syntrophaceae	0.00248592656340341	0.000774845688717443	0.391476856848669	0.00856973929202125	-0.197180590721646	-0.0549813156508309	-0.201089941491598	0.00664604856746625	0.00176530061255626	0.612339919369261	0.0365084828375539
Unclassified Ignavibacteriales Order	0.00250768287175773	0.242187247154433	0.0014995682328388	0.00320212603696684	0.120395545553207	0.381503146558225	0.412890108155987	0.00667018185178199	0.271747574965574	0.0153137234701898	0.0175015492809142
Prevotellaceae	0.00254308886821986	0.59266493275408	0.0548643532103852	0.000391592653748328	0.0546321630639031	0.224123169688427	0.497793987425069	0.00673019478256164	0.624862021656213	0.165114490249177	0.00402342256008087
Holosporaceae	0.00267908061143951	0.00043455110362852	0.0134372959957542	0.0380510431908956	-0.208007983421564	-0.161496529234133	-0.157234631949497	0.00705446351956936	0.00112725137772943	0.0615356703758212	0.100194706693615
Beijerinckiaceae	0.00270470297509084	0.00019364657770148	0.078180386264915	0.12388169114093	-0.212939809574545	-0.110133944950898	-0.112302872535577	0.00708632179473801	0.000618724431192532	0.206901628297048	0.243123618568716
Endomicrobiaceae	0.00277125600751038	0.000296069033860313	0.206603008019337	0.0356314447949524	-0.241827717557073	-0.091848122882838	-0.180054672215418	0.00722456790017632	0.000857128031728198	0.408528212083519	0.0957480875515644
Gordoniaceae	0.00285284282963494	0.000347672334281196	0.610897912662167	0.489942691091169	-0.20296215639731	-0.0314822609085994	-0.0500465480256314	0.00740044377588469	0.000958843700859719	0.77321378317627	0.653256921454892
Flavobacteriaceae	0.00288478218949695	0.00028791069432225	0.158257727344418	0.037662776708178	-0.188777273499002	-0.0800714175616037	-0.138821076188037	0.00744643284382463	0.000838140021249217	0.34126357666039	0.100002091752033
Ruaniaceae	0.0029001635574879	0.000543958783031786	0.0125845680664261	0.0288487237413329	-0.239657151561793	-0.192054158597807	-0.195761473808623	0.00744943972609637	0.001370357703407	0.0599483060618844	0.0839818402247692
Methanotrichaceae	0.00292058341355672	0.000556084414556276	0.0437798583225195	0.876939770079928	-0.251096569920072	-0.161789788856717	-0.0143444946566219	0.00746529614001816	0.00138756301536899	0.142488482987579	0.933976503093257
Cellvibrionaceae	0.00304114018414836	0.000247159746885542	0.219150416486677	0.0856353616453519	-0.190419598946615	-0.0695126622213336	-0.114200866384634	0.00770020120797752	0.000748622585942335	0.425314141625995	0.183905448779362
Endozoicomonadaceae	0.00304251901176089	0.000287039751958885	0.0978868384180926	0.0426426167498275	-0.209212109176761	-0.10415501286883	-0.149534655344655	0.00770020120797752	0.000838140021249217	0.244250968243241	0.110072567373939
Unclassified Synechococcales Order	0.00305656841843382	0.000489472839390253	0.143205426872886	0.988525565153956	-0.322479664675187	-0.148566045625571	-0.00169598173306454	0.00770020120797752	0.0012390520185531	0.319317632686776	0.99041567139708
Unclassified Cyanobacteria Phylum	0.00311745881387948	0.000304602736875513	0.341564531499653	0.0770847111550998	-0.174570570600144	-0.0501207969636462	-0.109777426908799	0.00781602114101841	0.000876988099575654	0.577354240341349	0.174105123471001
Deinococcaceae	0.00319407293477203	0.000346732474509721	0.552600761020655	0.395028471164675	-0.194260962390769	-0.0351778593690846	-0.0590530631789094	0.00796997246581211	0.000958843700859719	0.727671289500089	0.57180916820522
Prochloraceae	0.00323408144061532	0.000630484577130452	0.214575688767105	0.0125853568001301	-0.201972663503979	-0.0800231031389292	-0.190522914119416	0.00800658091226726	0.0015224604535316	0.419543510872996	0.0464417391779448
Xanthomonadaceae	0.00323930372786385	0.000334148367336893	0.517208897501552	0.385485946727774	-0.183572280179935	-0.0361260344983732	-0.0567183329721117	0.00800658091226726	0.000936330184409262	0.710346669602664	0.56423082705406
Brevibacteriaceae	0.00328664508913401	0.00024442586045159	0.193624048307298	0.123054216527711	-0.184694216032636	-0.0714558640130381	-0.0994094797169461	0.00802355220207779	0.000744646226026936	0.397821412762647	0.243123618568716
Barnesiellaceae	0.00328794550958755	0.621537381371894	0.106638387335731	0.000406723356245845	0.0584464208866504	0.216378887257272	0.570018745725586	0.00802355220207779	0.651371175677745	0.258696828536681	0.00409851997447736
Sphingomonadaceae	0.00329210634245558	0.000456298440635269	0.62555842172711	0.65998051422836	-0.179031349428439	-0.0272132788063553	-0.0287150140168553	0.00802355220207779	0.00116634333118479	0.779920484629538	0.789565729350823
