bugName	pval	p1M	p6M	p1Y	s1M	s6M	s1Y	Adjustedpval	Adjustedp1M	Adjustedp6M	Adjustedp1Y
Unclassified Rhodospirillales Order	0.0232606702636005	0.00383534444329932	0.839794077022417	0.522894815478273	-0.203438719509406	-0.0157270212425537	-0.0582601630430933	0.0348245463375047	0.00665470360360544	0.916775200749472	0.679893010696316
Conexibacteraceae	0.0235193934038289	0.00507578039230843	0.870615475341454	0.960999612354498	-0.216539466297152	-0.0138824565224893	-0.0048713751559644	0.0350651697662928	0.00839024897656031	0.931025528732493	0.975898831150691
Unclassified Sedimentisphaerales Order	0.0235552285452959	0.00504645616022857	0.149867384172803	0.0330524772812499	-0.151637171005374	-0.0851134090401857	-0.146621545562469	0.0350651697662928	0.0083681741391132	0.326491171883298	0.0926176368736628
Hapalosiphonaceae	0.0241039366912621	0.00434200227884712	0.24661537105916	0.0421389427115489	-0.180439580766034	-0.0812086427386394	-0.168066607350988	0.0357803479496355	0.00731578519008325	0.464843361276977	0.109310920697285
Unclassified Myxococcales Order	0.0248710322470922	0.0442921265469035	0.205324698951991	0.673857352207033	-0.113435651673316	0.0805097546795563	0.0311864484299264	0.0368147482979557	0.0573063563224135	0.40753841761683	0.798871612118745
Nakamurellaceae	0.0250266674951367	0.00250114297175747	0.160897662367135	0.183014869904921	-0.163003723350725	-0.0837476797347076	-0.0930133735137741	0.0369407711759201	0.00473140403321631	0.345534324099913	0.335313957448176
Unclassified Corynebacteriales Order	0.0252347551570105	0.00314503416721107	0.586014771401601	0.26602583788351	-0.165140024403873	-0.0336344848374135	-0.0806424869878252	0.037143291298521	0.00572221494312014	0.752626814251076	0.434260246264671
Psychromonadaceae	0.026219771320393	0.00388874725902906	0.0793095563134721	0.0824340365672447	-0.189932310211579	-0.128405472880655	-0.148553428558251	0.0384850424982799	0.00669632565083433	0.208835213609344	0.181493425047211
Acidaminococcaceae	0.0267407488237299	0.301541167522244	0.0895824868433351	0.0808299560715467	-0.169058724484165	0.316850989884836	0.38160802055979	0.0391400904570795	0.336903138127198	0.226769193748346	0.180585970418849
Unclassified Neisseriales Order	0.0274904799824194	0.00788344933139597	0.73583608221605	0.701957071026215	-0.213945455088479	-0.0300426754629732	0.0398337954559695	0.0401253802528907	0.0122216788451227	0.841873596247184	0.81739001159497
Geodermatophilaceae	0.028398927117038	0.00873356437451734	0.91012924845087	0.92539669523851	-0.172544684409712	0.00824292794434648	0.00800381696802424	0.0413362161370219	0.0133034527100206	0.950015390813259	0.959129536021393
Scytonemataceae	0.0285477183595326	0.0147137510036901	0.0190560387738787	0.0468518421167829	-0.149835739847957	-0.162027847392359	-0.159461911654597	0.0414376853750557	0.0213573560275169	0.0762241550955147	0.117412752103519
Microcystaceae	0.02881244102421	0.0090386418049877	0.104542019020787	0.0236572110054942	-0.156757047784354	-0.108526766223042	-0.178017906755026	0.0416266900050782	0.0136491305643042	0.256337620329139	0.0742298117777182
Porphyromonadaceae	0.0288392401488791	0.16221086297486	0.021331051651508	0.0100581769870243	0.109239144419676	0.205441763825449	0.269510850658477	0.0416266900050782	0.188466723278995	0.0821872872455163	0.0399785033821096
Clostridiales Family XIII. Incertae Sedis	0.0289162503088711	0.0444105560428726	0.928409459214398	0.149370191965054	0.127001215297085	0.00634004296397966	-0.11972956391841	0.0416266900050782	0.05731805755287	0.956116535329306	0.283586886194523
Pyrodictiaceae	0.0291460832558699	0.00921681768265628	0.0780299265962446	0.0256973507616231	-0.210037477770945	-0.15901070110439	-0.236795767307491	0.0418425962358241	0.0138781967405514	0.206901628297048	0.0773874241327039
Unclassified Oceanospirillales Order	0.0300898906549174	0.00589860040159695	0.525125777623568	0.0686713871607287	-0.167161951964065	-0.0424730902359039	-0.143209881523704	0.0430795155824501	0.00949705453340629	0.716577884048827	0.160262335125114
Parachlamydiaceae	0.0304073949106429	0.00418841255178509	0.109201809289593	0.102048952964615	-0.165997629346306	-0.101759304985424	-0.120245385774062	0.0434154630331795	0.00707976831333997	0.262485082879571	0.207761735690335
Vicinamibacteraceae	0.0318392645159713	0.00339551476809951	0.409245386599228	0.355221945241646	-0.206038142254264	-0.0640382270465416	-0.0839309960700722	0.0453212291656903	0.00611426026970496	0.623385414470917	0.537966182967117
Sanguibacteraceae	0.0319151403857628	0.0110174155237442	0.978245048468567	0.741250043564617	-0.167888656223303	0.00200026955667092	0.028354852782331	0.0453212291656903	0.016354463836946	0.98387793742328	0.842548856459565
Enterococcaceae	0.0321789456790749	0.729005791593608	0.00560829540938093	0.980133914853895	0.030194196411827	0.276565594225567	0.00281493096651187	0.0455723446914466	0.751730351886806	0.0367283522459257	0.985777680198543
Oscillatoriaceae	0.0330308416146098	0.00375632293680541	0.355624314305263	0.568351552784471	-0.153096126973767	-0.0539719892724125	-0.0389310535521156	0.046589876342293	0.00653924657437222	0.587845869703337	0.721144363427927
Emcibacteraceae	0.0330752557239179	0.00399667374814774	0.243036646970947	0.118123270216704	-0.148220732009593	-0.0664713059328568	-0.104341573061689	0.046589876342293	0.00679953585723837	0.462074013733485	0.236246540433408
Unclassified Marinilabiliales Order	0.0342839520876362	0.149021752537612	0.568218405064186	0.00454135329631175	0.120108011102435	0.0533749529249588	0.31783280197271	0.0481629782678858	0.174692166285702	0.736996149142658	0.0224497087478053
Haloarculaceae	0.0352116627740677	0.00567514726810807	0.823947346367473	0.435680899267009	-0.157933578043257	-0.0140492255831112	-0.0576959999670981	0.0493339874160735	0.00917832459410071	0.912787335087856	0.605561780413562
Unclassified Chlamydiia Class	0.036203207996631	0.0657938796935233	0.00713931897600517	0.087959010942435	-0.091268212842012	-0.151242582671366	-0.109829628151324	0.0505831032004906	0.0824971031366709	0.0413722677428702	0.187359844446488
Ilumatobacteraceae	0.0362962725255429	0.0152252910376707	0.684027791567342	0.91434035820885	-0.173146909558274	0.0323540176344304	0.0100057904604632	0.0505831032004906	0.0220388190711034	0.809632679552478	0.954411051198083
Iamiaceae	0.0368317803956406	0.0857114971336985	0.199143687015575	0.389857214865535	-0.126880487425537	0.107061852436428	0.0836760643468026	0.0511932438390336	0.104936505836584	0.40290074129792	0.567982245070551
Neisseriaceae	0.036937724380719	0.00385469272302856	0.21352487016775	0.237605913298575	-0.130843259559348	-0.0624094628158815	-0.0692733358519911	0.0512046761256527	0.00666620127678867	0.419052554186895	0.401630640543398
Unclassified Bacilli Class	0.0379161708029336	0.185235093605735	0.417039420356911	0.00429091537251957	-0.0707555006494079	-0.0485891251596539	-0.204025733261131	0.0524223575217341	0.212392098576378	0.62795590881328	0.0216196120692332
Actinomycetaceae	0.0382937392234595	0.014389652078092	0.924686771000562	0.605216940869476	0.220866928275378	0.00946004339865783	-0.0604975036650877	0.0528050509291915	0.0209449380247783	0.956116535329306	0.749725004765025
Unclassified Xanthomonadales Order	0.0384313365693334	0.010771987762712	0.928746787180566	0.843118461747989	-0.166806606455134	-0.0064974424424768	0.0168313230317056	0.0528556964890569	0.0160812580845046	0.956116535329306	0.912797673462698
Anaeromyxobacteraceae	0.0391791544719873	0.0085577000319089	0.891328910974193	0.922557470040555	-0.170639334095298	-0.00984347824834372	-0.00819887903687025	0.0537431333594799	0.0131502487293849	0.936443337041831	0.959129536021393
Unclassified Methanomicrobia Class	0.0398154290916622	0.0189600550249971	0.045141427914196	0.0306021008844344	0.175003772712509	0.168276154520111	0.212823213375111	0.0544733285744935	0.0266355732790844	0.144882741898517	0.0880661879732332
Caldisphaeraceae	0.0400020813550901	0.0174214904858003	0.086294225942088	0.0241422226209487	-0.200561734624145	-0.161106680465352	-0.248162990438279	0.054516901415758	0.0248066875395635	0.221657717615951	0.0746534785395881
Jonesiaceae	0.0400553569562344	0.0446607909041166	0.00742295599800238	0.226179431312847	-0.16571812738789	-0.251267129223273	-0.130056381740577	0.054516901415758	0.0574993966431378	0.0422785754668831	0.389861914499776
Halieaceae	0.0406666585432761	0.00478737351720146	0.218705631428	0.147864658772678	-0.13186272453143	-0.0638658727750737	-0.0881012418240498	0.0552055157426857	0.00798912013698587	0.425314141625995	0.281749386170484
Simkaniaceae	0.0412578264713465	0.0274111385658382	0.0148219481395666	0.0816591473316831	-0.165171779990498	-0.206978549030648	-0.171270062609899	0.0558633102609446	0.0370191665167506	0.0641876101250651	0.180585970418849
Methanobacteriaceae	0.043028380402065	0.0930428826826821	0.150161016076097	0.709076555539552	-0.252534263018817	0.245082284047868	0.0739523000895023	0.0580189750459171	0.112596929620613	0.326491171883298	0.821715381925165
Unclassified Candidatus Bipolaricaulota Phylum	0.0430827757577578	0.127429822766165	0.0238212564313467	0.0173921478168247	0.103865402795691	0.176246841025603	0.217489521749007	0.0580189750459171	0.150390151192501	0.0885272224824516	0.0607565697067741
Steroidobacteraceae	0.0432886592652371	0.00463945222446789	0.311861551986729	0.296238221633322	-0.191073605255928	-0.0754149106287845	-0.0910229706460732	0.0580189750459171	0.00776700627993985	0.542908482528391	0.471820146309608
Unclassified Silvanigrellales Order	0.0432927848147969	0.00541677912328354	0.326872163380615	0.146599025781625	-0.177601611393213	-0.0693815267647982	-0.120592247308151	0.0580189750459171	0.00886997581437679	0.561577093808007	0.281384210657771
Sinobacteraceae	0.0437956497346657	0.0264378450842604	0.730478799186204	0.528828580225366	-0.147318865767365	0.0255565036579237	0.0547466966696103	0.0585431644412367	0.0358897171610167	0.837573065150045	0.684212780340967
Dehalococcoidaceae	0.044411308440428	0.00559406438015426	0.105176695364055	0.260499022250231	-0.206691835339249	-0.134494039374462	-0.108711278102152	0.0592150779205706	0.00909883492496538	0.256337620329139	0.427904350028593
Dysgonamonadaceae	0.0448414694391042	0.737546078045716	0.140691412067084	0.0218415242058822	-0.0237480069032369	0.118660403418149	0.217862500344165	0.0596368781372857	0.757792440972461	0.319317632686776	0.0710134832449723
Unclassified Thermoplasmata Class	0.0467933961376569	0.00661129595828643	0.329573135932822	0.800550834235988	-0.223177133419232	-0.0886265318233481	-0.0267460644028825	0.0620752900661575	0.0104346960305485	0.56436706937516	0.883133972925595
Unclassified Candidatus Cloacimonetes Phylum	0.0470247503770125	0.00529485931518114	0.193640342957146	0.40579678314176	-0.176767629837574	-0.09167329182127	-0.0684076947422113	0.0622246696907943	0.0086995773739369	0.397821412762647	0.582568532510362
Budviciaceae	0.0473005029583673	0.0215096509500453	0.0775679271469614	0.0270914350463208	-0.101171870873613	-0.0872112508965939	-0.128366163908432	0.0624318981112959	0.0296606765732203	0.206901628297048	0.0806585907060914
Unclassified Chloroflexales Order	0.050327811102699	0.0263322366196865	0.110826464712056	0.0230308828999264	0.0812535088192585	0.064339112793802	0.106617209993912	0.066260736225664	0.0358391999706902	0.263968488677805	0.0726998954190449
Desulfobulbaceae	0.052551372443187	0.00590847285856956	0.349605618606876	0.377745215274485	-0.146673392139169	-0.0552533801921016	-0.0609338180849448	0.069014834988045	0.00949705453340629	0.58528224968052	0.559148284756582
Thioalkalispiraceae	0.0534074598668977	0.00623865471537253	0.303984534745979	0.221396089993546	-0.173678085244824	-0.072260993192676	-0.100577211558232	0.0699637724256359	0.00993633760138361	0.53242844288661	0.384144209127875
Cuniculiplasmataceae	0.0544336345206526	0.020179779612785	0.0492677482923102	0.0541924312813707	-0.164978090590202	-0.157322212910065	-0.180080209650822	0.0711302356329725	0.0280482878437649	0.152759172219944	0.132078297634597
Methanothermaceae	0.0564788491962458	0.00726664530476173	0.187467599810057	0.168907470751205	-0.200990545148508	-0.109508549090341	-0.133557013791347	0.0736191964647582	0.0113325063681403	0.391366622711034	0.313856435012877
Sphaerobacteraceae	0.0575920757757871	0.0106413909663159	0.451791753980499	0.984307503796072	-0.186243123831908	-0.0610199529314574	0.00186322555304415	0.0748839893461847	0.0159316824752844	0.657957114179659	0.988078796914065
Limnochordaceae	0.0578148062562742	0.0066814805612174	0.368470396145929	0.41078609446073	-0.192295697757083	-0.0706290887164718	-0.075483122329126	0.0749875209858606	0.0105138012434772	0.597766215419401	0.585610587521167
Glycomycetaceae	0.0591525146902108	0.0228135513478694	0.648518812164495	0.867945593610698	-0.152324673806152	0.034065653298832	-0.0145380772044378	0.0765331301177048	0.0312939814300617	0.781204270285506	0.928170389902053
Beutenbergiaceae	0.0607240217506635	0.00818374546171349	0.401661787174491	0.676200214049904	-0.190522069533727	-0.0672177232491443	-0.0391234455759245	0.0783728753629253	0.0126125959468761	0.619935726287676	0.799753422517744
Acaryochloridaceae	0.0614624816348969	0.00871064269702669	0.117423565998336	0.199042286349147	-0.195737405761476	-0.130302151122938	-0.124645654442981	0.0791310574365748	0.0133034527100206	0.274687270460392	0.357185472763538
Paludibacteraceae	0.0621269715876532	0.616304111271957	0.101492341257764	0.0594892647275937	-0.0382414461578916	0.141464838080799	0.190007327786697	0.0797905223331625	0.64718107075452	0.250858428391832	0.143651496392899
Unclassified Balneolaeota Phylum	0.0633939937628113	0.0115185198679624	0.565819060978214	0.127439404301303	-0.159047576557415	-0.0401320865923852	-0.125365854934805	0.0812187108354844	0.0170500124599218	0.736996149142658	0.247581112897967
Unclassified candidate division Zixibacteria Phylum	0.0642691501338806	0.00801047805965575	0.48358989673686	0.372057192500288	-0.221674586713246	-0.0647521597151769	-0.0964464790249812	0.0821391089515937	0.0123819778857216	0.677849959972044	0.555435808746869
Unclassified Alteromonadales Order	0.0663999447901923	0.0594258568844381	0.0449725518710328	0.0339224105499766	-0.101786966538843	-0.12194396193891	-0.150529629109348	0.0844667904779413	0.0750340939938447	0.144882741898517	0.0936805128059464
Sterolibacteriaceae	0.0664128199941065	0.0207690440891876	0.760086244001704	0.669326433578238	-0.120720175372897	-0.0177673027951866	0.0290817702123156	0.0844667904779413	0.0287909500072336	0.86022719623519	0.795299435816319
Silvanigrellaceae	0.0667299756331405	0.0117427017810441	0.0715728737961804	0.300107696224737	-0.184034094224517	-0.147342743178263	-0.0983719884985723	0.08466466642074	0.017235786367695	0.19739045194315	0.47509496320774
Dietziaceae	0.0671436671380574	0.0322264966191494	0.517848144634003	0.718147708221438	-0.131105994866569	0.0443093220664283	-0.0289202974045312	0.0849837719331935	0.0429686621588659	0.710346669602664	0.828875328431792
Candidatus Methanomethylophilaceae	0.0675409099584365	0.0855892741233394	0.261212580588586	0.426203459930576	-0.115894141071215	0.0856259007736539	-0.0708775305976359	0.085280570646315	0.104936505836584	0.485373731306451	0.597140676480272
Oleiphilaceae	0.0684351928759108	0.0165382721804903	0.625914968334412	0.0900656074915088	-0.168947951010225	-0.0380683609494574	-0.155748826313436	0.0862020217956184	0.0238078423697168	0.779920484629538	0.190299912603027
Unclassified Thiotrichales Order	0.0711378017783331	0.0159850656056898	0.141894629883817	0.0770134564861482	-0.142217906578704	-0.0952709074993881	-0.132654173114192	0.0893913864073058	0.0230748605437505	0.319317632686776	0.174105123471001
Aeromonadaceae	0.0755255735743035	0.0397322316862079	0.946675551250299	0.432514075082591	-0.118572187971623	-0.00430230689512605	0.0591308793379473	0.094677991753433	0.0523107773959119	0.966974637144555	0.602758976976802
Hafniaceae	0.0791853300948342	0.0960327319129479	0.435268363804604	0.338437581369097	-0.0926330422742567	0.0487020038964089	0.0698658354636594	0.0990289092355444	0.115680808097436	0.64330469881203	0.520062441751926
Acidithiobacillaceae	0.0794276963979855	0.0116675671616249	0.553539760612142	0.248243557863171	-0.132327503932696	-0.0345054936815998	-0.0788701354536542	0.0990955069346296	0.0172219864582858	0.727671289500089	0.414266319491406
Oscillospiraceae	0.0830183762442532	0.0712202084944778	0.6445714660672	0.363765694688	-0.14808213141399	0.0424381863224331	0.097887502334184	0.103329285396648	0.0886446300501339	0.781204270285506	0.547739149472735
Unclassified Entomoplasmatales Order	0.0844804758777769	0.0235436288363151	0.43078011689196	0.0614999876496219	-0.230176823116248	-0.0889869939343499	-0.24866809693703	0.104899927393258	0.0322111266585617	0.640360851740181	0.146481788765463
Woeseiaceae	0.0890192776484686	0.0120966450987842	0.494534808162533	0.337021512089553	-0.146553260442859	-0.044456799103451	-0.0732548457869208	0.110274471602358	0.0177057039993378	0.687364030443415	0.519409624514488
Unclassified Pirellulales Order	0.0892391568030615	0.236309238146516	0.629204975157399	0.0936772207461325	-0.0592449363155904	0.0272004231622064	0.111258888538719	0.11028612774718	0.266292560836074	0.779920484629538	0.195228180615372
Salinivirgaceae	0.0894521185562865	0.0896516184747966	0.597859379058541	0.312336376278972	-0.125465523900597	0.0435499393029634	0.0974928169705445	0.110289200290574	0.109249879257659	0.763426686865889	0.490012757994555
Gloeomargaritaceae	0.0936323475204421	0.0485456979312035	0.938841180729222	0.0689639641210747	-0.151146148335744	-0.00653358485222467	-0.182353702548273	0.115172183335004	0.0621954662981678	0.960853085441311	0.160262335125114
Lichenihabitantaceae	0.0969664772943564	0.0186934950256155	0.775145694648214	0.246551985310703	-0.180507192858777	-0.0243422743413664	-0.115816487782103	0.118993990871763	0.0264026722194676	0.869756625258381	0.412757956239004
Unclassified Acidobacteriia Class	0.104590584890558	0.216592284937916	0.296678175115488	0.228989229685687	-0.0992607535563772	0.09483057698059	0.128031986170314	0.1280501553333	0.245128201528009	0.525200553244985	0.393411004443607
Unclassified Victivallales Order	0.105570977611522	0.0951280592980553	0.610041890011195	0.351481675817989	-0.120504066566621	0.0412816167413783	0.0882934265974829	0.128949166126894	0.114855076203182	0.77321378317627	0.533844632256888
Unclassified Lactobacillales Order	0.106888078139219	0.478967674384365	0.296109917174081	0.0152791443684457	-0.0451269072926556	-0.0746817953208618	-0.204312172364321	0.130254309174304	0.520703446841093	0.525200553244985	0.0540964300612535
Chroococcidiopsidaceae	0.110958005250659	0.0167694545500952	0.290376633590598	0.679179910344268	-0.188089058227448	-0.0922250924327146	-0.0419249636315546	0.134596877036572	0.0240745046143833	0.517542027215895	0.799753422517744
Unclassified Micrococcales Order	0.110965364274426	0.0188886641012294	0.750305114085078	0.53637129399734	-0.132060734102128	-0.0199544672518047	-0.0454160594984967	0.134596877036572	0.0266066128737747	0.85284138781037	0.692262458262576
Candidatus Paracaedibacteraceae	0.111425911003942	0.0430745944628145	0.332146050796275	0.0470547288964486	-0.157999636804	-0.0848534846774516	-0.205104488307445	0.13484336574149	0.0560076612866372	0.566920295170189	0.117412752103519
Rhodocyclaceae	0.113505789245052	0.0216250555418966	0.854924193955165	0.608370002288948	-0.126722216950013	-0.0112499664726266	-0.036925487714757	0.137043856139188	0.0297415462046032	0.921770118585405	0.751853493394832
Promicromonosporaceae	0.117068114959427	0.0972041524752025	0.344280797885082	0.858631156625909	-0.105055492885122	0.0675390429592284	0.0148476763049719	0.140938681245813	0.116556008917634	0.578693687132878	0.924127125123631
Opitutaceae	0.117269589738883	0.0272541076741768	0.967249697030549	0.502785051681378	-0.144139728496807	0.00298917950249414	-0.0571505690906439	0.140938681245813	0.0369022026389371	0.978453361474918	0.660299165616647
Bogoriellaceae	0.120757578870605	0.0182359533308713	0.53601495886449	0.594344184499775	-0.156577568800565	-0.0458059631670628	-0.046127717897217	0.144525919809611	0.0258960421283917	0.723896490837611	0.741515125423529
Chthonomonadaceae	0.120806016940095	0.0213122495059352	0.191241165742661	0.172480342879415	-0.181896906954427	-0.115331527931202	-0.140737141877025	0.144525919809611	0.0294660125095252	0.396088422328673	0.319362896356231
Dermatophilaceae	0.121497691383073	0.0334519134348188	0.365238154338858	0.0763576553839053	-0.118590168109964	-0.0563718235544973	-0.129856695400148	0.145022301331959	0.0444893468016371	0.597766215419401	0.174105123471001
Cyclobacteriaceae	0.122308853535843	0.0199234715861651	0.279548239367911	0.729691452428312	-0.120841971150464	-0.0625413426564083	-0.0232667415378836	0.145658725574504	0.027839730963068	0.506862551656696	0.836670286810581
Synergistaceae	0.122598818375968	0.502838499756775	0.0661379558974141	0.552772367351657	-0.0449286223576147	0.141099337179624	0.0528547279174479	0.145672972401377	0.542155090272737	0.186324133818522	0.709933138461441
Unclassified Methanomicrobiales Order	0.122950763896086	0.544838667074275	0.0568056971035165	0.640333579628883	-0.0330949919418267	0.118840062520061	0.0336958946746872	0.145760634121152	0.582643799075347	0.167225760012599	0.776700916031331
Haliscomenobacteraceae	0.123790225861222	0.065808757845665	0.847295524689013	0.50076566883334	-0.130915138202913	0.0153325450227867	0.0627463393534122	0.146424556097699	0.0824971031366709	0.919594156498995	0.659299523790628
Unclassified Proteobacteria Phylum	0.127912093575567	0.041582186658503	0.764424427852875	0.865860152328734	-0.0890701831686118	0.0146582395473827	-0.0096668882158249	0.150959317643237	0.054472664522639	0.862050572488824	0.928170389902053
Unclassified Cytophagales Order	0.132330122837912	0.230250641152747	0.355239372814671	0.233657800688062	-0.0715942696494631	0.0620854423238273	0.0935052653741966	0.155822436779923	0.260024430956981	0.587845869703337	0.400119893988707
Isosphaeraceae	0.136037376222926	0.0308952293112789	0.926159896284323	0.841700342185927	-0.143937501418043	-0.00690400414472802	-0.0174130641755679	0.159828666235008	0.0414043482330183	0.956116535329306	0.912797673462698
Thermodesulfobacteriaceae	0.136733182541665	0.031855637328372	0.344565706842477	0.104704105964891	-0.113874485877271	-0.0560386452076833	-0.113056245321188	0.160109780842678	0.0425825356124156	0.578693687132878	0.21172116315807
Lactobacillaceae	0.136887751560153	0.241216663720794	0.205278888841297	0.024802955098562	-0.0923004279118937	-0.11145495576172	-0.231187768472376	0.160109780842678	0.271239338604498	0.40753841761683	0.0755624911142239
Parvularculaceae	0.14133183642197	0.0462534490039462	0.0604483265475194	0.456303877049092	-0.147397918782679	-0.156853130770789	-0.0720870182267452	0.164939604198468	0.059403939407029	0.173216357538727	0.622664665556574
Unclassified Desulfuromonadales Order	0.145575402960747	0.0303009205851452	0.894463870996757	0.66347163945681	-0.143361942942209	-0.00981740131580166	-0.0377183911014795	0.169514469225403	0.0407120061195285	0.937398136804601	0.791934257574871
Saprospiraceae	0.150820514750754	0.647205048780479	0.0249896198429562	0.644258165754499	0.0313192902818594	0.175432787563302	0.0415107384485565	0.175232704499768	0.675722814030808	0.092215216885275	0.779656533153251
Unclassified Flavobacteriales Order	0.156212376746792	0.044267335816584	0.852852740367651	0.798820625854837	-0.129275201540346	0.0132954333302404	-0.0213464838469264	0.181049199512108	0.0573063563224135	0.921432651448761	0.883084404953449
Puniceicoccaceae	0.15678046847415	0.0289819279245557	0.754153849880666	0.420234725771085	-0.14231943538841	-0.0228291420540159	-0.068910990106876	0.181049199512108	0.0390399234767794	0.855360643587596	0.590356558455895
Kiritimatiellaceae	0.156863237745223	0.0367933660121719	0.833550654128463	0.978361141162684	-0.149326704369106	-0.0168106634829487	-0.00253904148807852	0.181049199512108	0.0486861711878234	0.913766825864675	0.985777680198543
Unclassified Tissierellales Order	0.15897732970076	0.0736510981905726	0.185235424678129	0.0619459748574726	-0.161334098283384	-0.133924018324674	-0.221224127835163	0.183085979699337	0.0912368213991964	0.389812700929074	0.146876429073827
Desulfohalobiaceae	0.160658646596516	0.0705067632858732	0.683856380858665	0.840099069911988	-0.106390293213288	0.0269340678766482	0.0156200023114232	0.184616514948628	0.0881676426154549	0.809632679552478	0.912797673462698
Candidatus Nitrosocaldaceae	0.167707803149925	0.798107098878262	0.554085581126976	0.0463746287523898	-0.019880351473295	0.052061609952366	0.207287577302233	0.192295161598601	0.80891319112613	0.727671289500089	0.117392780030204
Unclassified Pseudomonadales Order	0.17269945883498	0.0535178013149896	0.891765696915789	0.751494917663633	-0.157724294289394	-0.0123231512129072	0.0333526625894518	0.19758628041382	0.0679015203124807	0.936443337041831	0.850503967291023
Cryomorphaceae	0.178753928107866	0.565373368280423	0.142136180656973	0.0468882824959783	0.0404048901831926	0.117489700595444	0.187117350679977	0.204067665203751	0.60092422916621	0.319317632686776	0.117412752103519
Moritellaceae	0.181518349708692	0.0911200539086622	0.169216326823098	0.0691207781264804	-0.0981010461877399	-0.0898574854408003	-0.139393057117419	0.206773076624684	0.110525250574396	0.361915735735932	0.160262335125114
Acidiferrobacteraceae	0.185768518876295	0.171535704119858	0.351933627754275	0.635530520380154	-0.084009342477411	0.0645638654703649	0.0383775621791468	0.211155539894096	0.197983940437898	0.585438796645207	0.774460448091165
Unclassified Chloroflexi Phylum	0.187987808416181	0.042345752461529	0.769655534462156	0.264562731204615	-0.20185402432233	-0.0326139079868779	-0.145988412459136	0.213215609545626	0.0553345992265366	0.865449570940279	0.433221472347556
Propionibacteriaceae	0.202809947786291	0.0428541106389693	0.385802297305843	0.18214658330116	-0.146003372688619	-0.0698723636853272	-0.125975853905263	0.229530048898523	0.0558595870020396	0.608779621195172	0.334894068946695
Unclassified Nitriliruptoria Class	0.204553289497954	0.0349278904863806	0.273219424896259	0.397344653535772	-0.118786708795019	-0.069114759455857	-0.0623366026789565	0.231004145898552	0.046334720543958	0.502340275949613	0.573577406205908
Erwiniaceae	0.206582856047607	0.0511631180891379	0.819614348756306	0.257674473686518	-0.0744072078974707	-0.00972406384571875	-0.0566426018040965	0.232794444234292	0.0653889606797762	0.90991084480573	0.42459567362181
Campylobacteraceae	0.208608181333542	0.208511825822666	0.0392246805331425	0.407331579880361	-0.0873143561608672	-0.162966368929612	-0.0756330177973743	0.234572289739862	0.237006934340731	0.130915494263482	0.583174174473523
Methanoregulaceae	0.215528573172496	0.0389238751778326	0.646016353391217	0.567253031336346	-0.127683580948294	-0.0317153864087047	-0.0462027809528583	0.241835058549011	0.0513755934337135	0.781204270285506	0.721144363427927
Amoebophilaceae	0.225122224466236	0.165950268490241	0.0892264748368247	0.902610728398791	-0.102059357384976	-0.141913925378245	0.0118323175497539	0.252059926539119	0.192014073045876	0.226769193748346	0.95056008385679
Unclassified Deltaproteobacteria Class	0.225760957746864	0.499835661527723	0.541196340459241	0.121434752425526	-0.0415104397829958	0.0426382381483713	0.127331135558128	0.252236123367499	0.540028632248508	0.72714585230934	0.241029584359756
Sporichthyaceae	0.227697255202423	0.118884264515309	0.548354625309049	0.932583600937861	-0.0959811177516705	0.0416880266232535	0.00687230983817902	0.253858216438446	0.140939716303217	0.727671289500089	0.959129536021393
Unclassified Aquificales Order	0.234790862251614	0.0403089495458621	0.406918041146033	0.453964999717757	-0.119286512412736	-0.0539729993757949	-0.0569563995414413	0.261211065434917	0.0529370665715082	0.621647386473824	0.621090495697401
Rhodobiaceae	0.240265783017789	0.107812569244447	0.632642555875477	0.954073295218186	-0.0835318472362463	0.02795286003399	0.00393920374243708	0.266735742163817	0.128394968827477	0.779920484629538	0.970746420765688
Atopobiaceae	0.243065478251568	0.0601466595896049	0.144680676510765	0.42846516740776	-0.157769659444318	-0.138094409761367	-0.0873009745227788	0.269273383940427	0.0757616577522907	0.321240146151021	0.59870866059111
Thioalkalibacteraceae	0.246071490533094	0.172456385965533	0.535153574544713	0.318711520348612	-0.0868121501110594	0.0445103473822316	-0.0839006997464609	0.272028398817175	0.198609112628438	0.723896490837611	0.497038204353192
Unclassified Methanobacteriales Order	0.250163879756119	0.932303049964103	0.0772240968703939	0.278888600795169	0.00495924799284993	0.117624368035824	0.0836726413552815	0.275970258930961	0.934085656178183	0.206901628297048	0.448274928885486
Ferrimonadaceae	0.257212358357733	0.072928871583172	0.880926537356674	0.270164137697099	-0.107409909313021	-0.010067075090324	-0.0870446243762683	0.283149739032462	0.0905562291696258	0.932862293218229	0.437897544119653
Unclassified Verrucomicrobia Phylum	0.263315048824051	0.216372265017673	0.385840343449238	0.521119944341359	-0.0777723566119012	0.06168170131496	-0.0533471216998805	0.289260137492249	0.245128201528009	0.608779621195172	0.679893010696316
Unclassified Halobacteriales Order	0.265600754766251	0.0754173009480948	0.958529954504788	0.870781503902635	-0.154666928368616	0.00508391431509103	-0.0186214676249359	0.290949094094295	0.0932044002283058	0.971508116364621	0.929306533696498
Halothiobacillaceae	0.265963007769403	0.111974196576197	0.688225075037144	0.463613499319268	-0.0876871034403907	0.0248644272640685	-0.0531689544563486	0.290949094094295	0.13304870522886	0.809632679552478	0.630996035437134
