bugName	pval	p3M	p1Y	p2Y	s3M	s1Y	s2Y	Adjustedpval	Adjustedp3M	Adjustedp1Y	Adjustedp2Y
Flavobacteriaceae	0.194188938891136	0.0729627024527766	0.0812763561090372	0.19830010003923	0.196044689900787	0.215725572677344	0.195324636921643	0.56389480331849	0.349757716519659	0.43062209727946	0.798488402824635
Unclassified Elusimicrobia Phylum	0.197242858278272	0.127173416399195	0.0455625879386655	0.397717686133937	0.110555354915078	0.164361840890456	0.083593416698722	0.565833151838327	0.432405353266214	0.398520219910421	0.86797152741978
Ignavibacteriaceae	0.198603689055837	0.0853990204183772	0.952414231761621	0.553335540248461	0.118474774745917	0.00451708794949738	-0.0551786187829813	0.565833151838327	0.368435773804999	0.981669276423241	0.914496699522792
Unclassified Clostridiales Order	0.20573003450728	0.668320816798458	0.187702865470945	0.25028801982168	0.0287162223434953	0.101415084976806	-0.109479428304825	0.580658602067276	0.869985365271833	0.613448228619241	0.848445245385404
Leptospiraceae	0.209625680939532	0.440593087201607	0.582644042702793	0.0364912368684417	0.0846172157719031	0.06847063803407	0.33204393218038	0.586175515219803	0.747523103004973	0.884213572342932	0.428819322313847
Synechococcaceae	0.213323984480349	0.215494058377466	0.145329449654446	0.0636104901346727	-0.0864621430773725	-0.114096841801526	-0.179470267696909	0.587104736704772	0.542326713583288	0.598636824265817	0.531603960135245
Pirellulaceae	0.213846096150745	0.949853704087331	0.123843638168972	0.122371808871601	-0.0047611139125426	-0.13165872144378	-0.160896834913048	0.587104736704772	0.985758826922247	0.569451924600582	0.656503154908926
Carnobacteriaceae	0.216692831200445	0.994628510323673	0.071699127355241	0.280667374652435	-0.000347550076853148	-0.106692527888335	-0.0775641716680662	0.587847048818039	0.994628510323673	0.416406470409284	0.86797152741978
Pseudomonadaceae	0.218009501548412	0.403806193592203	0.294691093068322	0.243485052368734	0.0915678659532325	-0.129699671376382	-0.178192279157149	0.587847048818039	0.721594499791984	0.740597437130613	0.848445245385404
Planctomycetaceae	0.22971658187995	0.366647400986662	0.248629527781495	0.0463583251892774	0.0991730618705832	0.144797295383491	0.315716648567622	0.613932811749954	0.692500842060851	0.670411762410817	0.491546168490535
Puniceicoccaceae	0.232284577873416	0.294350848045399	0.631524396308469	0.0488290895851525	-0.0650695126525832	-0.0339684857186576	-0.177500674468165	0.615080089975512	0.608862713080209	0.904711963695511	0.491546168490535
Thermoanaerobacterales Family IV. Incertae Sedis	0.236857403833809	0.284504938930239	0.248345402391609	0.752885013828	-0.101698593717232	0.124214927473182	-0.0415650446563446	0.615080089975512	0.605073884203747	0.670411762410817	0.959402910836175
Desulfarculaceae	0.238079107535879	0.116287326147025	0.190266905448053	0.0967910256546709	0.160170951674871	0.147903530407372	0.229746811445091	0.615080089975512	0.4263528793551	0.613448228619241	0.62930106811212
Aeromonadaceae	0.238292617639519	0.0844531852733907	0.754557884864454	0.643496390784897	0.30404601779953	-0.0606066276048831	0.110223955653362	0.615080089975512	0.368435773804999	0.937506382874455	0.925409095319233
Bernardetiaceae	0.245520964844917	0.0502689995696199	0.378390136410366	0.816198519094653	-0.20613442877112	-0.103176313103608	-0.0335816760749951	0.626603385925391	0.281134034630097	0.818130128480589	0.959402910836175
